"";"eRemoved";"nRemoved"
"101074";408780;188770
"101075";385191;158189
"101079";410755;127254
"101089";385951;151495
"101098";405100;184100
"101125";385600;151600
"101381";399200;161400
"101382";399200;154600
"101383";405799;194357
"101384";402005;163258
"101394";397611;143515
"101395";389913;164420
"101399";385900;152700
"101447";385439;152966
"101463";428040;150242
"101475";402203;163183
"101506";419300;156100
"101522";413300;129800
"101552";390800;162100
"101583";392400;179500
"101614";385781;159194
"101644";419600;168400
"101673";386600;145900
"101704";392845;174451
"101709";403638;181975
"101710";383625;162584
"101713";387750;145370
"101721";384877;158378
"101722";416620;141817
"101738";407500;188700
"101748";402508;187154
"101798";390070;164640
"101800";416581;141766
"101830";395580;125630
"101834";401960;162920
"101840";399010;141430
"101864";431710;160532
"101865";385200;152980
"101871";397150;179530
"101898";416300;132800
"101906";418406;160888
"101913";403400;131500
"101920";397670;127380
"101956";407000;179800
"101961";416029;131878
"101974";385830;151890
"101979";408771;188778
"102030";385260;158250
